"sampleDate","Length..mm.","Species"
"2011-08-18",640,"chinook"
"2011-08-18",700,"chinook"
"2011-08-18",635,"chinook"
"2011-08-18",620,"chinook"
"2011-08-18",615,"chinook"
"2011-08-18",700,"chinook"
"2011-08-18",690,"chinook"
"2011-08-18",755,"chinook"
"2011-08-18",720,"chinook"
"2011-08-18",750,"chinook"
"2011-08-18",730,"chinook"
"2011-08-18",680,"chinook"
"2011-08-18",780,"chinook"
"2011-08-18",710,"chinook"
"2011-08-18",730,"chinook"
"2011-08-18",685,"chinook"
"2011-08-18",730,"chinook"
"2011-08-18",710,"chinook"
"2011-08-18",710,"chinook"
"2011-08-18",735,"chinook"
"2011-08-18",675,"chinook"
"2011-08-18",745,"chinook"
"2011-08-18",715,"chinook"
"2011-08-18",750,"chinook"
"2011-08-18",680,"chinook"
"2011-08-18",685,"chinook"
"2011-08-18",740,"chinook"
"2011-08-18",700,"chinook"
"2011-08-18",785,"chinook"
"2011-08-18",735,"chinook"
"2011-08-18",680,"chinook"
"2011-08-18",720,"chinook"
"2011-10-24",620,"chinook"
"2011-07-03",725,"chinook"
"2011-07-03",745,"chinook"
"2011-07-03",734,"chinook"
"2011-07-03",705,"chinook"
"2011-07-03",689,"chinook"
"2011-07-03",680,"chinook"
"2011-07-03",674,"chinook"
"2011-07-03",710,"chinook"
"2011-07-03",685,"chinook"
"2011-07-03",690,"chinook"
"2011-07-03",805,"chinook"
"2011-07-03",675,"chinook"
"2011-07-03",735,"chinook"
"2011-07-11",690,"chinook"
"2011-07-11",730,"chinook"
"2011-07-11",730,"chinook"
"2011-07-11",700,"chinook"
"2011-07-11",765,"chinook"
"2011-07-11",720,"chinook"
"2011-07-11",720,"chinook"
"2011-07-11",685,"chinook"
"2011-07-11",770,"chinook"
"2011-07-11",790,"chinook"
"2011-07-11",705,"chinook"
"2011-07-11",720,"chinook"
"2011-07-11",710,"chinook"
"2011-07-11",705,"chinook"
"2011-07-11",735,"chinook"
"2011-07-11",740,"chinook"
"2011-07-11",730,"chinook"
"2011-07-11",715,"chinook"
"2011-07-11",710,"chinook"
"2011-07-11",720,"chinook"
"2011-07-11",705,"chinook"
"2011-07-11",700,"chinook"
"2011-07-11",760,"chinook"
"2011-07-11",640,"chinook"
"2011-07-11",735,"chinook"
"2011-10-24",680,"chinook"
"2011-10-24",670,"chinook"
"2011-11-02",680,"chinook"
"2011-11-09",625,"chinook"
"2011-11-10",625,"chinook"
"2011-11-10",670,"chinook"
"2011-07-11",700,"chinook"
"2011-07-11",670,"chinook"
"2011-07-11",595,"chinook"
"2011-07-11",660,"chinook"
"2011-07-11",635,"chinook"
"2011-07-11",590,"chinook"
"2011-07-11",575,"chinook"
"2011-07-11",610,"chinook"
"2011-07-11",NA,"chinook"
"2011-07-11",NA,"chinook"
"2011-07-11",NA,"chinook"
"2011-07-11",NA,"chinook"
"2011-07-11",NA,"chinook"
"2011-07-11",NA,"chinook"
"2011-07-11",NA,"chinook"
"2011-07-11",NA,"chinook"
"2011-07-11",NA,"chinook"
"2011-07-11",NA,"chinook"
"2011-07-11",NA,"chinook"
"2011-07-11",NA,"chinook"
"2011-07-11",NA,"chinook"
"2011-07-11",NA,"chinook"
"2011-07-11",NA,"chinook"
"2011-07-11",NA,"chinook"
"2011-07-11",NA,"chinook"
"2011-07-11",NA,"chinook"
"2011-07-11",NA,"chinook"
"2011-07-11",NA,"chinook"
"2011-07-11",NA,"chinook"
"2011-07-11",NA,"chinook"
"2011-07-11",NA,"chinook"
"2011-07-11",750,"chinook"
"2011-07-11",NA,"chinook"
"2011-07-11",680,"chinook"
"2011-07-11",655,"chinook"
"2011-07-11",680,"chinook"
"2011-07-11",825,"chinook"
"2011-07-11",705,"chinook"
"2011-07-11",700,"chinook"
"2011-07-11",730,"chinook"
"2011-07-11",735,"chinook"
"2011-07-11",725,"chinook"
"2011-07-11",725,"chinook"
"2011-07-11",725,"chinook"
"2011-07-11",640,"chinook"
"2011-07-11",700,"chinook"
"2011-07-11",705,"chinook"
"2011-07-11",680,"chinook"
"2011-07-11",625,"chinook"
"2011-07-11",810,"chinook"
"2011-07-11",750,"chinook"
"2011-07-11",755,"chinook"
"2011-07-11",715,"chinook"
"2011-07-11",810,"chinook"
"2011-07-11",745,"chinook"
"2011-08-19",670,"chinook"
"2011-08-19",690,"chinook"
"2011-08-19",615,"chinook"
"2011-08-19",600,"chinook"
"2011-08-19",640,"chinook"
"2011-08-19",655,"chinook"
"2011-08-19",620,"chinook"
"2011-08-19",700,"chinook"
"2011-08-19",655,"chinook"
"2011-08-19",625,"chinook"
"2011-08-19",775,"chinook"
"2011-08-19",635,"chinook"
"2011-08-19",620,"chinook"
"2011-08-19",630,"chinook"
"2011-08-19",785,"chinook"
"2011-08-19",700,"chinook"
"2011-07-11",NA,"chinook"
"2011-07-11",NA,"chinook"
"2011-07-11",NA,"chinook"
"2011-07-11",905,"chinook"
"2011-07-11",NA,"chinook"
"2011-07-12",680,"chinook"
"2011-07-12",NA,"chinook"
"2011-07-12",NA,"chinook"
"2011-07-12",NA,"chinook"
"2011-07-12",NA,"chinook"
"2011-07-12",NA,"chinook"
"2011-07-12",NA,"chinook"
"2011-07-12",NA,"chinook"
"2011-07-12",NA,"chinook"
"2011-07-12",NA,"chinook"
"2011-08-19",770,"chinook"
"2011-08-19",715,"chinook"
"2011-08-19",705,"chinook"
"2011-08-19",675,"chinook"
"2011-08-19",705,"chinook"
"2011-08-19",705,"chinook"
"2011-08-19",730,"chinook"
"2011-08-19",735,"chinook"
"2011-08-19",720,"chinook"
"2011-08-19",815,"chinook"
"2011-08-19",715,"chinook"
"2011-08-19",735,"chinook"
"2011-08-19",710,"chinook"
"2011-08-19",710,"chinook"
"2011-07-11",770,"chinook"
"2011-07-11",745,"chinook"
"2011-07-11",655,"chinook"
"2011-07-11",760,"chinook"
"2011-07-11",690,"chinook"
"2011-08-18",680,"chinook"
"2011-08-18",755,"chinook"
"2011-08-18",665,"chinook"
"2011-08-18",690,"chinook"
"2011-08-18",635,"chinook"
"2011-08-18",680,"chinook"
"2011-08-18",650,"chinook"
"2011-08-18",625,"chinook"
"2011-08-18",650,"chinook"
"2011-08-18",735,"chinook"
"2011-08-18",640,"chinook"
"2011-08-18",640,"chinook"
"2011-08-18",625,"chinook"
"2011-08-18",680,"chinook"
"2011-07-10",780,"chinook"
"2011-07-10",720,"chinook"
"2011-07-12",840,"chinook"
"2011-07-12",820,"chinook"
"2011-07-12",670,"chinook"
"2011-07-12",650,"chinook"
"2011-07-03",820,"chinook"
"2011-07-03",779,"chinook"
"2011-07-03",809,"chinook"
"2011-07-03",785,"chinook"
"2011-07-03",735,"chinook"
"2011-07-03",775,"chinook"
"2011-07-03",780,"chinook"
"2011-07-03",720,"chinook"
"2011-07-03",770,"chinook"
"2011-07-03",785,"chinook"
"2011-07-03",750,"chinook"
"2011-07-03",800,"chinook"
"2011-07-03",770,"chinook"
"2011-07-03",770,"chinook"
"2011-07-03",795,"chinook"
"2011-07-03",700,"chinook"
"2011-07-03",810,"chinook"
"2011-07-03",710,"chinook"
"2011-07-03",730,"chinook"
"2011-07-03",820,"chinook"
"2011-07-03",820,"chinook"
"2011-07-03",770,"chinook"
"2011-07-03",730,"chinook"
"2011-07-03",760,"chinook"
"2011-07-03",765,"chinook"
"2011-07-03",755,"chinook"
"2011-07-03",810,"chinook"
"2011-07-03",715,"chinook"
"2011-07-12",695,"chinook"
"2011-07-12",830,"chinook"
"2011-07-12",745,"chinook"
"2011-07-12",680,"chinook"
"2011-07-12",710,"chinook"
"2011-07-12",750,"chinook"
"2011-07-12",710,"chinook"
"2011-07-12",810,"chinook"
"2011-07-12",700,"chinook"
"2011-07-12",750,"chinook"
"2011-07-12",735,"chinook"
"2011-07-12",760,"chinook"
"2011-07-12",780,"chinook"
"2011-07-12",740,"chinook"
"2011-07-12",910,"chinook"
"2011-07-12",735,"chinook"
"2011-07-12",890,"chinook"
"2011-07-12",830,"chinook"
"2011-07-12",805,"chinook"
"2011-07-12",925,"chinook"
"2011-07-12",760,"chinook"
"2011-07-12",815,"chinook"
"2011-07-12",695,"chinook"
"2011-07-12",795,"chinook"
"2011-07-12",880,"chinook"
"2011-07-12",840,"chinook"
"2011-07-12",910,"chinook"
"2011-07-12",835,"chinook"
"2011-07-12",840,"chinook"
"2011-07-12",805,"chinook"
"2011-07-12",780,"chinook"
"2011-07-12",885,"chinook"
"2011-07-12",885,"chinook"
"2011-07-12",770,"chinook"
"2011-07-12",875,"chinook"
"2011-07-13",NA,"chinook"
"2011-07-13",NA,"chinook"
"2011-07-13",NA,"chinook"
"2011-07-13",NA,"chinook"
"2011-07-13",NA,"chinook"
"2011-07-03",770,"chinook"
"2011-07-03",690,"chinook"
"2011-07-03",730,"chinook"
"2011-07-03",665,"chinook"
"2011-07-03",740,"chinook"
"2011-07-03",725,"chinook"
"2011-07-03",665,"chinook"
"2011-07-03",665,"chinook"
"2011-07-03",730,"chinook"
"2011-07-03",685,"chinook"
"2011-07-03",795,"chinook"
"2011-07-03",795,"chinook"
"2011-07-03",660,"chinook"
"2011-07-03",800,"chinook"
"2011-07-03",710,"chinook"
"2011-07-03",710,"chinook"
"2011-07-03",700,"chinook"
"2011-07-03",700,"chinook"
"2011-07-03",760,"chinook"
"2011-07-03",695,"chinook"
"2011-07-11",725,"chinook"
"2011-07-11",760,"chinook"
"2011-07-11",750,"chinook"
"2011-07-11",745,"chinook"
"2011-07-11",735,"chinook"
"2011-07-11",720,"chinook"
"2011-07-11",670,"chinook"
"2011-07-11",680,"chinook"
"2011-07-11",665,"chinook"
"2011-07-11",780,"chinook"
"2011-07-11",765,"chinook"
"2011-07-11",740,"chinook"
"2011-07-11",755,"chinook"
"2011-07-11",710,"chinook"
"2011-07-11",760,"chinook"
"2011-07-11",755,"chinook"
"2011-07-11",770,"chinook"
"2011-07-11",670,"chinook"
"2011-07-13",NA,"chinook"
"2011-07-13",NA,"chinook"
"2011-07-13",NA,"chinook"
"2011-07-13",NA,"chinook"
"2011-11-15",735,"chinook"
"2011-01-27",800,"chinook"
"2011-03-17",780,"chinook"
"2011-03-17",885,"chinook"
"2011-03-18",780,"chinook"
"2011-03-22",605,"chinook"
"2011-03-23",640,"chinook"
"2011-03-23",680,"chinook"
"2011-03-23",655,"chinook"
"2011-03-30",640,"chinook"
"2011-03-30",695,"chinook"
"2011-03-30",675,"chinook"
"2011-03-30",685,"chinook"
"2011-03-31",715,"chinook"
"2011-03-31",750,"chinook"
"2011-03-31",775,"chinook"
"2011-04-01",695,"chinook"
"2011-04-01",670,"chinook"
"2011-07-04",710,"chinook"
"2011-07-04",705,"chinook"
"2011-07-04",700,"chinook"
"2011-07-04",865,"chinook"
"2011-07-04",895,"chinook"
"2011-07-04",900,"chinook"
"2011-07-04",680,"chinook"
"2011-07-04",700,"chinook"
"2011-07-04",665,"chinook"
"2011-07-04",760,"chinook"
"2011-07-04",630,"chinook"
"2011-07-04",725,"chinook"
"2011-07-04",690,"chinook"
"2011-07-04",885,"chinook"
"2011-07-04",810,"chinook"
"2011-07-04",630,"chinook"
"2011-07-04",875,"chinook"
"2011-07-04",695,"chinook"
"2011-07-11",855,"chinook"
"2011-07-11",725,"chinook"
"2011-07-11",810,"chinook"
"2011-07-11",700,"chinook"
"2011-07-11",750,"chinook"
"2011-07-11",725,"chinook"
"2011-07-11",700,"chinook"
"2011-07-11",740,"chinook"
"2011-07-11",800,"chinook"
"2011-07-11",740,"chinook"
"2011-07-11",780,"chinook"
"2011-07-11",700,"chinook"
"2011-07-11",770,"chinook"
"2011-07-11",740,"chinook"
"2011-07-11",780,"chinook"
"2011-07-11",800,"chinook"
"2011-07-11",735,"chinook"
"2011-07-11",775,"chinook"
"2011-07-11",720,"chinook"
"2011-07-11",720,"chinook"
"2011-07-11",790,"chinook"
"2011-07-11",800,"chinook"
"2011-07-11",715,"chinook"
"2011-07-11",720,"chinook"
"2011-07-11",705,"chinook"
"2011-07-11",670,"chinook"
"2011-07-11",670,"chinook"
"2011-07-11",675,"chinook"
"2011-07-11",685,"chinook"
"2011-08-18",760,"chinook"
"2011-08-18",850,"chinook"
"2011-08-18",735,"chinook"
"2011-08-18",675,"chinook"
"2011-08-18",740,"chinook"
"2011-08-18",740,"chinook"
"2011-08-18",685,"chinook"
"2011-08-18",795,"chinook"
"2011-08-18",690,"chinook"
"2011-07-04",615,"chinook"
"2011-07-04",670,"chinook"
"2011-07-04",955,"chinook"
"2011-07-04",775,"chinook"
"2011-07-04",915,"chinook"
"2011-07-04",650,"chinook"
"2011-07-04",645,"chinook"
"2011-07-04",845,"chinook"
"2011-07-04",700,"chinook"
"2011-07-04",640,"chinook"
"2011-07-04",710,"chinook"
"2011-07-04",700,"chinook"
"2011-07-05",770,"chinook"
"2011-07-12",705,"chinook"
"2011-07-12",805,"chinook"
"2011-07-12",NA,"chinook"
"2011-07-12",NA,"chinook"
"2011-07-12",NA,"chinook"
"2011-07-12",NA,"chinook"
"2011-07-12",NA,"chinook"
"2011-07-12",NA,"chinook"
"2011-07-12",NA,"chinook"
"2011-07-12",NA,"chinook"
"2011-07-12",NA,"chinook"
"2011-07-12",NA,"chinook"
"2011-07-12",NA,"chinook"
"2011-07-12",NA,"chinook"
"2011-07-12",NA,"chinook"
"2011-07-12",NA,"chinook"
"2011-07-12",NA,"chinook"
"2011-07-12",NA,"chinook"
"2011-07-12",880,"chinook"
"2011-07-12",NA,"chinook"
"2011-07-12",NA,"chinook"
"2011-07-12",NA,"chinook"
"2011-07-12",NA,"chinook"
"2011-07-12",NA,"chinook"
"2011-07-12",NA,"chinook"
"2011-07-12",NA,"chinook"
"2011-08-18",795,"chinook"
"2011-07-03",690,"chinook"
"2011-07-03",730,"chinook"
"2011-07-03",685,"chinook"
"2011-07-03",705,"chinook"
"2011-07-03",690,"chinook"
"2011-07-03",740,"chinook"
"2011-07-03",835,"chinook"
"2011-07-03",750,"chinook"
"2011-07-03",770,"chinook"
"2011-07-03",660,"chinook"
"2011-07-03",765,"chinook"
"2011-07-03",695,"chinook"
"2011-07-03",745,"chinook"
"2011-07-04",745,"chinook"
"2011-07-04",690,"chinook"
"2011-07-04",675,"chinook"
"2011-07-04",655,"chinook"
"2011-07-04",745,"chinook"
"2011-07-04",710,"chinook"
"2011-07-04",700,"chinook"
"2011-07-04",720,"chinook"
"2011-07-04",730,"chinook"
"2011-07-04",715,"chinook"
"2011-07-04",745,"chinook"
"2011-07-04",670,"chinook"
"2011-07-04",720,"chinook"
"2011-07-04",700,"chinook"
"2011-07-04",695,"chinook"
"2011-07-04",710,"chinook"
"2011-07-04",735,"chinook"
"2011-07-04",730,"chinook"
"2011-07-04",785,"chinook"
"2011-07-04",695,"chinook"
"2011-07-04",680,"chinook"
"2011-07-04",725,"chinook"
"2011-07-04",705,"chinook"
"2011-07-04",670,"chinook"
"2011-07-12",755,"chinook"
"2011-07-12",725,"chinook"
"2011-07-12",680,"chinook"
"2011-07-12",640,"chinook"
"2011-07-12",625,"chinook"
"2011-07-12",680,"chinook"
"2011-07-12",640,"chinook"
"2011-07-12",595,"chinook"
"2011-07-12",740,"chinook"
"2011-07-12",725,"chinook"
"2011-07-12",745,"chinook"
"2011-07-12",NA,"chinook"
"2011-07-12",NA,"chinook"
"2011-07-12",NA,"chinook"
"2011-07-12",NA,"chinook"
"2011-07-12",NA,"chinook"
"2011-07-12",NA,"chinook"
"2011-07-12",NA,"chinook"
"2011-07-12",NA,"chinook"
"2011-07-12",NA,"chinook"
"2011-07-12",NA,"chinook"
"2011-07-12",NA,"chinook"
"2011-07-12",NA,"chinook"
"2011-07-12",NA,"chinook"
"2011-07-04",695,"chinook"
"2011-07-13",NA,"chinook"
"2011-07-13",NA,"chinook"
"2011-07-13",NA,"chinook"
"2011-07-13",NA,"chinook"
"2011-07-13",NA,"chinook"
"2011-07-13",NA,"chinook"
"2011-07-13",NA,"chinook"
"2011-07-13",NA,"chinook"
"2011-07-13",810,"chinook"
"2011-07-13",810,"chinook"
"2011-07-13",715,"chinook"
"2011-07-01",625,"chinook"
"2011-07-01",730,"chinook"
"2011-07-01",755,"chinook"
"2011-07-01",735,"chinook"
"2011-07-01",720,"chinook"
"2011-07-01",730,"chinook"
"2011-07-01",710,"chinook"
"2011-07-01",660,"chinook"
"2011-07-01",755,"chinook"
"2011-07-01",760,"chinook"
"2011-07-01",770,"chinook"
"2011-07-03",745,"chinook"
"2011-07-03",715,"chinook"
"2011-07-03",745,"chinook"
"2011-07-03",670,"chinook"
"2011-07-03",675,"chinook"
"2011-07-03",760,"chinook"
"2011-07-03",745,"chinook"
"2011-07-03",760,"chinook"
"2011-07-03",690,"chinook"
"2011-07-03",675,"chinook"
"2011-07-03",750,"chinook"
"2011-07-03",655,"chinook"
"2011-07-03",640,"chinook"
"2011-07-03",665,"chinook"
"2011-07-03",600,"chinook"
"2011-07-03",650,"chinook"
"2011-07-03",810,"chinook"
"2011-07-03",780,"chinook"
"2011-07-03",625,"chinook"
"2011-07-03",690,"chinook"
"2011-07-03",615,"chinook"
"2011-07-03",780,"chinook"
"2011-07-03",740,"chinook"
"2011-07-03",680,"chinook"
"2011-07-03",730,"chinook"
"2011-07-12",705,"chinook"
"2011-07-12",755,"chinook"
"2011-07-12",725,"chinook"
"2011-07-12",665,"chinook"
"2011-07-12",675,"chinook"
"2011-07-12",630,"chinook"
"2011-07-12",845,"chinook"
"2011-07-12",785,"chinook"
"2011-07-13",715,"chinook"
"2011-07-13",745,"chinook"
"2011-07-13",700,"chinook"
"2011-07-13",735,"chinook"
"2011-07-13",750,"chinook"
"2011-07-13",745,"chinook"
"2011-07-13",775,"chinook"
"2011-07-13",725,"chinook"
"2011-07-13",770,"chinook"
"2011-07-13",720,"chinook"
"2011-07-13",730,"chinook"
"2011-07-13",900,"chinook"
"2011-07-13",830,"chinook"
"2011-07-13",720,"chinook"
"2011-07-13",690,"chinook"
"2011-07-13",680,"chinook"
"2011-07-13",700,"chinook"
"2011-07-13",680,"chinook"
"2011-07-13",810,"chinook"
"2011-07-14",675,"chinook"
"2011-07-14",650,"chinook"
"2011-07-08",860,"chinook"
"2011-07-08",650,"chinook"
"2011-07-08",665,"chinook"
"2011-07-08",660,"chinook"
"2011-07-08",700,"chinook"
"2011-07-08",650,"chinook"
"2011-07-08",675,"chinook"
"2011-07-08",645,"chinook"
"2011-07-08",810,"chinook"
"2011-07-08",740,"chinook"
"2011-07-08",765,"chinook"
"2011-07-08",780,"chinook"
"2011-07-08",795,"chinook"
"2011-07-08",680,"chinook"
"2011-07-08",785,"chinook"
"2011-07-08",730,"chinook"
"2011-07-08",700,"chinook"
"2011-07-08",655,"chinook"
"2011-07-08",645,"chinook"
"2011-07-08",630,"chinook"
"2011-07-08",670,"chinook"
"2011-07-08",630,"chinook"
"2011-07-08",680,"chinook"
"2011-07-08",700,"chinook"
"2011-07-08",790,"chinook"
"2011-07-08",680,"chinook"
"2011-07-08",685,"chinook"
"2011-07-08",565,"chinook"
"2011-07-07",710,"chinook"
"2011-07-07",760,"chinook"
"2011-07-07",770,"chinook"
"2011-07-07",760,"chinook"
"2011-07-07",750,"chinook"
"2011-07-07",810,"chinook"
"2011-07-07",690,"chinook"
"2011-07-07",700,"chinook"
"2011-07-07",710,"chinook"
"2011-07-07",720,"chinook"
"2011-07-07",700,"chinook"
"2011-07-07",690,"chinook"
"2011-07-07",730,"chinook"
"2011-07-07",700,"chinook"
"2011-07-07",750,"chinook"
"2011-07-07",700,"chinook"
"2011-07-07",750,"chinook"
"2011-07-07",690,"chinook"
"2011-07-07",770,"chinook"
"2011-07-07",740,"chinook"
"2011-07-07",790,"chinook"
"2011-07-07",730,"chinook"
"2011-07-07",800,"chinook"
"2011-07-07",750,"chinook"
"2011-07-07",780,"chinook"
"2011-07-07",695,"chinook"
"2011-07-07",690,"chinook"
"2011-07-07",740,"chinook"
"2011-07-07",740,"chinook"
"2011-07-14",770,"chinook"
"2011-07-14",725,"chinook"
"2011-07-14",755,"chinook"
"2011-07-14",720,"chinook"
"2011-07-14",760,"chinook"
"2011-07-14",725,"chinook"
"2011-07-14",760,"chinook"
"2011-07-14",725,"chinook"
"2011-07-14",650,"chinook"
"2011-07-14",650,"chinook"
"2011-07-14",685,"chinook"
"2011-07-14",700,"chinook"
"2011-07-14",765,"chinook"
"2011-07-14",680,"chinook"
"2011-07-14",745,"chinook"
"2011-07-08",785,"chinook"
"2011-07-08",750,"chinook"
"2011-07-08",750,"chinook"
"2011-07-08",685,"chinook"
"2011-07-08",750,"chinook"
"2011-07-08",745,"chinook"
"2011-07-08",680,"chinook"
"2011-07-08",NA,"chinook"
"2011-07-08",NA,"chinook"
"2011-07-08",NA,"chinook"
"2011-07-08",NA,"chinook"
"2011-07-08",NA,"chinook"
"2011-07-08",NA,"chinook"
"2011-07-08",NA,"chinook"
"2011-07-08",NA,"chinook"
"2011-07-08",NA,"chinook"
"2011-07-08",NA,"chinook"
"2011-07-08",720,"chinook"
"2011-07-08",795,"chinook"
"2011-07-08",780,"chinook"
"2011-07-08",735,"chinook"
"2011-07-08",745,"chinook"
"2011-07-08",735,"chinook"
"2011-07-09",835,"chinook"
"2011-07-09",850,"chinook"
"2011-07-09",890,"chinook"
"2011-07-09",820,"chinook"
"2011-07-09",835,"chinook"
"2011-07-09",825,"chinook"
"2011-07-09",820,"chinook"
"2011-07-09",800,"chinook"
"2011-07-09",735,"chinook"
"2011-07-09",770,"chinook"
"2011-07-09",760,"chinook"
"2011-07-09",780,"chinook"
"2011-07-09",765,"chinook"
"2011-07-09",745,"chinook"
"2011-07-09",880,"chinook"
"2011-07-09",685,"chinook"
"2011-07-09",670,"chinook"
"2011-07-09",695,"chinook"
"2011-07-09",715,"chinook"
"2011-07-09",750,"chinook"
"2011-07-09",730,"chinook"
"2011-07-09",755,"chinook"
"2011-07-10",830,"chinook"
"2011-07-10",825,"chinook"
"2011-07-10",NA,"chinook"
"2011-07-10",760,"chinook"
"2011-07-10",830,"chinook"
"2011-07-10",720,"chinook"
"2011-08-18",760,"chinook"
"2011-08-18",730,"chinook"
"2011-08-18",730,"chinook"
"2011-08-18",700,"chinook"
"2011-08-18",750,"chinook"
"2011-08-18",695,"chinook"
"2011-08-18",730,"chinook"
"2011-08-18",725,"chinook"
"2011-08-18",690,"chinook"
"2011-08-18",660,"chinook"
"2011-08-18",700,"chinook"
"2011-08-18",780,"chinook"
"2011-08-18",740,"chinook"
"2011-08-18",680,"chinook"
"2011-08-18",710,"chinook"
"2011-08-18",760,"chinook"
"2011-08-18",710,"chinook"
"2011-08-18",710,"chinook"
"2011-08-18",720,"chinook"
"2011-08-18",750,"chinook"
"2011-08-18",780,"chinook"
"2011-08-18",680,"chinook"
"2011-08-18",680,"chinook"
"2011-08-18",770,"chinook"
"2011-08-18",730,"chinook"
"2011-08-18",675,"chinook"
"2011-08-18",700,"chinook"
"2011-08-18",710,"chinook"
"2011-08-18",720,"chinook"
"2011-08-18",845,"chinook"
"2011-08-18",730,"chinook"
"2011-08-18",810,"chinook"
"2011-08-18",740,"chinook"
"2011-08-18",780,"chinook"
"2011-08-18",780,"chinook"
"2011-08-18",720,"chinook"
"2011-08-18",700,"chinook"
"2011-08-18",710,"chinook"
"2011-08-18",790,"chinook"
"2011-08-18",790,"chinook"
"2011-08-18",805,"chinook"
"2011-08-18",775,"chinook"
"2011-08-18",820,"chinook"
"2011-08-18",760,"chinook"
"2011-08-18",780,"chinook"
"2011-08-18",805,"chinook"
"2011-08-18",850,"chinook"
"2011-08-18",810,"chinook"
"2011-07-08",705,"chinook"
"2011-07-08",750,"chinook"
"2011-07-08",770,"chinook"
"2011-07-11",925,"chinook"
"2011-07-11",750,"chinook"
"2011-07-11",710,"chinook"
"2011-07-11",700,"chinook"
"2011-07-11",730,"chinook"
"2011-07-11",690,"chinook"
"2011-07-11",750,"chinook"
"2011-07-11",990,"chinook"
"2011-07-11",890,"chinook"
"2011-07-11",930,"chinook"
"2011-07-11",825,"chinook"
"2011-07-11",810,"chinook"
"2011-07-11",895,"chinook"
"2011-07-11",855,"chinook"
"2011-07-11",755,"chinook"
"2011-07-11",760,"chinook"
"2011-07-11",820,"chinook"
"2011-07-11",825,"chinook"
"2011-07-11",800,"chinook"
"2011-07-11",730,"chinook"
"2011-07-11",675,"chinook"
"2011-07-11",700,"chinook"
"2011-07-11",710,"chinook"
"2011-07-11",750,"chinook"
"2011-07-11",895,"chinook"
"2011-07-11",695,"chinook"
"2011-07-11",735,"chinook"
"2011-07-11",820,"chinook"
"2011-07-11",770,"chinook"
"2011-07-11",750,"chinook"
"2011-07-11",730,"chinook"
"2011-07-11",705,"chinook"
"2011-07-11",760,"chinook"
"2011-07-11",785,"chinook"
"2011-07-11",760,"chinook"
"2011-07-11",765,"chinook"
"2011-07-11",680,"chinook"
"2011-07-11",850,"chinook"
"2011-07-11",660,"chinook"
"2011-07-11",850,"chinook"
"2011-07-11",730,"chinook"
"2011-07-11",810,"chinook"
"2011-07-11",735,"chinook"
"2011-07-11",735,"chinook"
"2011-07-11",760,"chinook"
"2011-07-11",680,"chinook"
"2011-07-11",790,"chinook"
"2011-07-05",725,"chinook"
"2011-07-05",660,"chinook"
"2011-07-05",650,"chinook"
"2011-07-05",685,"chinook"
"2011-07-05",760,"chinook"
"2011-07-05",685,"chinook"
"2011-07-05",765,"chinook"
"2011-07-05",755,"chinook"
"2011-07-05",740,"chinook"
"2011-07-05",665,"chinook"
"2011-07-05",715,"chinook"
"2011-07-05",700,"chinook"
"2011-07-05",695,"chinook"
"2011-07-05",715,"chinook"
"2011-07-05",710,"chinook"
"2011-07-05",665,"chinook"
"2011-07-05",690,"chinook"
"2011-07-05",690,"chinook"
"2011-07-05",695,"chinook"
"2011-07-05",725,"chinook"
"2011-07-05",715,"chinook"
"2011-07-05",700,"chinook"
"2011-07-05",700,"chinook"
"2011-07-05",690,"chinook"
"2011-07-05",665,"chinook"
"2011-07-05",675,"chinook"
"2011-07-05",785,"chinook"
"2011-07-05",755,"chinook"
"2011-07-05",710,"chinook"
"2011-07-05",700,"chinook"
"2011-07-05",670,"chinook"
"2011-07-05",710,"chinook"
"2011-07-05",755,"chinook"
"2011-07-05",800,"chinook"
"2011-07-05",690,"chinook"
"2011-07-05",820,"chinook"
"2011-07-05",730,"chinook"
"2011-07-05",760,"chinook"
"2011-07-05",780,"chinook"
"2011-07-05",675,"chinook"
"2011-07-05",775,"chinook"
"2011-07-05",675,"chinook"
"2011-07-05",730,"chinook"
"2011-07-05",745,"chinook"
"2011-07-05",700,"chinook"
"2011-07-05",660,"chinook"
"2011-07-05",690,"chinook"
"2011-07-05",630,"chinook"
"2011-07-06",755,"chinook"
"2011-07-06",730,"chinook"
"2011-07-06",760,"chinook"
"2011-07-06",765,"chinook"
"2011-07-06",745,"chinook"
"2011-07-06",710,"chinook"
"2011-07-07",730,"chinook"
"2011-07-07",715,"chinook"
"2011-07-07",780,"chinook"
"2011-07-07",790,"chinook"
"2011-07-07",770,"chinook"
"2011-07-07",NA,"chinook"
"2011-07-07",770,"chinook"
"2011-07-07",NA,"chinook"
"2011-07-07",NA,"chinook"
"2011-07-07",760,"chinook"
"2011-07-08",755,"chinook"
"2011-07-08",785,"chinook"
"2011-07-08",790,"chinook"
"2011-07-08",840,"chinook"
"2011-07-08",790,"chinook"
"2011-07-08",700,"chinook"
"2011-07-08",730,"chinook"
"2011-07-08",650,"chinook"
"2011-07-08",695,"chinook"
"2011-07-08",680,"chinook"
"2011-07-08",700,"chinook"
"2011-07-08",725,"chinook"
"2011-07-08",800,"chinook"
"2011-07-08",740,"chinook"
"2011-07-08",810,"chinook"
"2011-07-08",755,"chinook"
"2011-07-08",650,"chinook"
"2011-07-08",705,"chinook"
