"station","date","mean_temp_c","yearmonth"
"afognak",2014-02-05,2.6158333,2014-02-01
"afognak",2014-02-06,2.5479167,2014-02-01
"afognak",2014-02-07,1.3820833,2014-02-01
"afognak",2014-02-08,1.6329167,2014-02-01
"afognak",2014-02-09,1.47,2014-02-01
"afognak",2014-02-10,1.2225,2014-02-01
"afognak",2014-02-11,1.0695833,2014-02-01
"afognak",2014-02-12,0.61375,2014-02-01
"afognak",2014-02-13,0.67333335,2014-02-01
"afognak",2014-02-14,0.75375,2014-02-01
"afognak",2014-02-15,0.69125,2014-02-01
"afognak",2014-02-16,0.68916667,2014-02-01
"afognak",2014-02-17,0.5858333,2014-02-01
"afognak",2014-02-18,0.58416665,2014-02-01
"afognak",2014-02-19,0.745,2014-02-01
"afognak",2014-02-20,0.77375,2014-02-01
"afognak",2014-02-21,1.1183333,2014-02-01
"afognak",2014-02-22,1.2854167,2014-02-01
"afognak",2014-02-23,1.08125,2014-02-01
"afognak",2014-02-24,1.145,2014-02-01
"afognak",2014-02-25,1.185,2014-02-01
"afognak",2014-02-26,1.1279167,2014-02-01
"afognak",2014-02-27,1.165,2014-02-01
"afognak",2014-02-28,1.2666667,2014-02-01
"afognak",2014-03-01,1.5483333,2014-03-01
"afognak",2014-03-02,1.745,2014-03-01
"afognak",2014-03-03,1.80375,2014-03-01
"afognak",2014-03-04,1.8979167,2014-03-01
"afognak",2014-03-05,1.9625,2014-03-01
"afognak",2014-03-06,2.0454166,2014-03-01
"afognak",2014-03-07,2.04,2014-03-01
"afognak",2014-03-08,1.915,2014-03-01
"afognak",2014-03-09,2.161739,2014-03-01
"afognak",2014-03-10,2.3866668,2014-03-01
"afognak",2014-03-11,2.39875,2014-03-01
"afognak",2014-03-12,2.1275,2014-03-01
"afognak",2014-03-13,2.24625,2014-03-01
"afognak",2014-03-14,1.5945834,2014-03-01
"afognak",2014-03-15,1.72625,2014-03-01
"afognak",2014-03-16,1.8191667,2014-03-01
"afognak",2014-03-17,2.04625,2014-03-01
"afognak",2014-03-18,2.08125,2014-03-01
"afognak",2014-03-19,2.0804167,2014-03-01
"afognak",2014-03-20,2.0945833,2014-03-01
"afognak",2014-03-21,2.28125,2014-03-01
"afognak",2014-03-22,2.2762501,2014-03-01
"afognak",2014-03-23,2.3487499,2014-03-01
"afognak",2014-03-24,2.4933333,2014-03-01
"afognak",2014-03-25,2.4545834,2014-03-01
"afognak",2014-03-26,2.5466666,2014-03-01
"afognak",2014-03-27,2.6516666,2014-03-01
"afognak",2014-03-28,2.7450001,2014-03-01
"afognak",2014-03-29,2.8891666,2014-03-01
"afognak",2014-03-30,3.05,2014-03-01
"afognak",2014-03-31,3.1329167,2014-03-01
"afognak",2014-04-01,3.0641665,2014-04-01
"afognak",2014-04-02,3.4941666,2014-04-01
"afognak",2014-04-03,3.4745834,2014-04-01
"afognak",2014-04-04,2.9808333,2014-04-01
"afognak",2014-04-05,3.4075,2014-04-01
"afognak",2014-04-06,3.525,2014-04-01
"afognak",2014-04-07,3.4141667,2014-04-01
"afognak",2014-04-08,3.3166666,2014-04-01
"afognak",2014-04-09,3.55375,2014-04-01
"afognak",2014-04-10,3.7666667,2014-04-01
"afognak",2014-04-11,3.7895832,2014-04-01
"afognak",2014-04-12,3.7995834,2014-04-01
"afognak",2014-04-13,3.5233333,2014-04-01
"afognak",2014-04-14,3.8741667,2014-04-01
"afognak",2014-04-15,4.2258334,2014-04-01
"afognak",2014-04-16,4.5404167,2014-04-01
"afognak",2014-04-17,4.6941667,2014-04-01
"afognak",2014-04-18,4.8341665,2014-04-01
"afognak",2014-04-19,4.6570835,2014-04-01
"afognak",2014-04-20,4.7925,2014-04-01
"afognak",2014-04-21,4.9904165,2014-04-01
"afognak",2014-04-22,5.22875,2014-04-01
"afognak",2014-04-23,5.4408336,2014-04-01
"afognak",2014-04-24,5.5420833,2014-04-01
"afognak",2014-04-25,5.3258333,2014-04-01
"afognak",2014-04-26,5.0491667,2014-04-01
"afognak",2014-04-27,5.204167,2014-04-01
"afognak",2014-04-28,5.454583,2014-04-01
"afognak",2014-04-29,6.2820835,2014-04-01
"afognak",2014-04-30,7.6045833,2014-04-01
"afognak",2014-05-01,8.429584,2014-05-01
"afognak",2014-05-02,8.911667,2014-05-01
"afognak",2014-05-03,9.997916,2014-05-01
"afognak",2014-05-04,10.173333,2014-05-01
"afognak",2014-05-05,8.7508335,2014-05-01
"afognak",2014-05-06,7.84625,2014-05-01
"afognak",2014-05-07,7.9566665,2014-05-01
"afognak",2014-05-08,8.604167,2014-05-01
"afognak",2014-05-09,9.434167,2014-05-01
"afognak",2014-05-10,10.384167,2014-05-01
"afognak",2014-05-11,10.401667,2014-05-01
"afognak",2014-05-12,9.980833,2014-05-01
"afognak",2014-05-13,11.039583,2014-05-01
"afognak",2014-05-14,12.250417,2014-05-01
"afognak",2014-05-15,12.04875,2014-05-01
"afognak",2014-05-16,12.743334,2014-05-01
"afognak",2014-05-17,14.326667,2014-05-01
"afognak",2014-05-18,13.995833,2014-05-01
"afognak",2014-05-19,12.57375,2014-05-01
"afognak",2014-05-20,12.878333,2014-05-01
"afognak",2014-05-21,12.984584,2014-05-01
"afognak",2014-05-22,13.09375,2014-05-01
"afognak",2014-05-23,13.89375,2014-05-01
"afognak",2014-05-24,13.4625,2014-05-01
"afognak",2014-05-25,13.810416,2014-05-01
"afognak",2014-05-26,13.636666,2014-05-01
"afognak",2014-05-27,13.550417,2014-05-01
"afognak",2014-05-28,13.9425,2014-05-01
"afognak",2014-05-29,12.261666,2014-05-01
"afognak",2014-05-30,11.835417,2014-05-01
"afognak",2014-05-31,11.32375,2014-05-01
"afognak",2014-06-01,12.68875,2014-06-01
"afognak",2014-06-02,12.672083,2014-06-01
"afognak",2014-06-03,13.699166,2014-06-01
"afognak",2014-06-04,14.28,2014-06-01
"afognak",2014-06-05,12.6475,2014-06-01
"afognak",2014-06-06,11.87875,2014-06-01
"afognak",2014-06-07,12.28,2014-06-01
"afognak",2014-06-08,12.955,2014-06-01
"afognak",2014-06-09,13.395833,2014-06-01
"afognak",2014-06-10,13.515416,2014-06-01
"afognak",2014-06-11,13.704166,2014-06-01
"afognak",2014-06-12,13.362917,2014-06-01
"afognak",2014-06-13,12.881666,2014-06-01
"afognak",2014-06-14,13.522083,2014-06-01
"afognak",2014-06-15,13.829166,2014-06-01
"afognak",2014-06-16,13.152083,2014-06-01
"afognak",2014-06-17,12.348333,2014-06-01
"afognak",2014-06-18,13.149167,2014-06-01
"afognak",2014-06-19,13.290833,2014-06-01
"afognak",2014-06-20,13.903334,2014-06-01
"afognak",2014-06-21,14.154167,2014-06-01
"afognak",2014-06-22,13.465,2014-06-01
"afognak",2014-06-23,13.57625,2014-06-01
"afognak",2014-06-24,14.4875,2014-06-01
"afognak",2014-06-25,14.443334,2014-06-01
"afognak",2014-06-26,13.86,2014-06-01
"afognak",2014-06-27,13.990833,2014-06-01
"afognak",2014-06-28,15.44,2014-06-01
"afognak",2014-06-29,16.476667,2014-06-01
"afognak",2014-06-30,15.802083,2014-06-01
"afognak",2014-07-01,15.307083,2014-07-01
"afognak",2014-07-02,16.2625,2014-07-01
"afognak",2014-07-03,17.333334,2014-07-01
"afognak",2014-07-04,18.203333,2014-07-01
"afognak",2014-07-05,17.991667,2014-07-01
"afognak",2014-07-06,16.912916,2014-07-01
"afognak",2014-07-07,16.023333,2014-07-01
"afognak",2014-07-08,15.437917,2014-07-01
"afognak",2014-07-09,15.487083,2014-07-01
"afognak",2014-07-10,14.869583,2014-07-01
"afognak",2014-07-11,15.169583,2014-07-01
"afognak",2014-07-12,15.162916,2014-07-01
"afognak",2014-07-13,15.153334,2014-07-01
"afognak",2014-07-14,15.3525,2014-07-01
"afognak",2014-07-15,15.846666,2014-07-01
"afognak",2014-07-16,16.456667,2014-07-01
"afognak",2014-07-17,16.63625,2014-07-01
"afognak",2014-07-18,16.728333,2014-07-01
"afognak",2014-07-19,16.859583,2014-07-01
"afognak",2014-07-20,16.556667,2014-07-01
"afognak",2014-07-21,17.24875,2014-07-01
"afognak",2014-07-22,17.435,2014-07-01
"afognak",2014-07-23,17.443333,2014-07-01
"afognak",2014-07-24,17.100416,2014-07-01
"afognak",2014-07-25,17.707083,2014-07-01
"afognak",2014-07-26,17.485834,2014-07-01
"afognak",2014-07-27,17.897917,2014-07-01
"afognak",2014-07-28,17.06375,2014-07-01
"afognak",2014-07-29,17.365833,2014-07-01
"afognak",2014-07-30,17.403334,2014-07-01
"afognak",2014-07-31,17.769167,2014-07-01
"afognak",2014-08-01,17.676666,2014-08-01
"afognak",2014-08-02,16.709167,2014-08-01
"afognak",2014-08-03,17.239166,2014-08-01
"afognak",2014-08-04,16.84875,2014-08-01
"afognak",2014-08-05,16.309166,2014-08-01
"afognak",2014-08-06,16.347916,2014-08-01
"afognak",2014-08-07,15.603333,2014-08-01
"afognak",2014-08-08,15.785417,2014-08-01
"afognak",2014-08-09,15.582084,2014-08-01
"afognak",2014-08-10,15.844167,2014-08-01
"afognak",2014-08-11,15.8758335,2014-08-01
"afognak",2014-08-12,15.65125,2014-08-01
"afognak",2014-08-13,15.747499,2014-08-01
"afognak",2014-08-14,15.919583,2014-08-01
"afognak",2014-08-15,16.0625,2014-08-01
"afognak",2014-08-16,15.884167,2014-08-01
"afognak",2014-08-17,16.035,2014-08-01
"afognak",2014-08-18,16.143333,2014-08-01
"afognak",2014-08-19,16.369583,2014-08-01
"afognak",2014-08-20,15.540833,2014-08-01
"afognak",2015-06-23,14.826667,2015-06-01
"afognak",2015-06-24,15.0320835,2015-06-01
"afognak",2015-06-25,15.05625,2015-06-01
"afognak",2015-06-26,15.325,2015-06-01
"afognak",2015-06-27,15.2425,2015-06-01
"afognak",2015-06-28,14.934167,2015-06-01
"afognak",2015-06-29,14.614583,2015-06-01
"afognak",2015-06-30,14.98,2015-06-01
"afognak",2015-07-01,14.97875,2015-07-01
"afognak",2015-07-02,16.3575,2015-07-01
"afognak",2015-07-03,16.88375,2015-07-01
"afognak",2015-07-04,14.9525,2015-07-01
"afognak",2015-07-05,14.552083,2015-07-01
"afognak",2015-07-06,14.419167,2015-07-01
"afognak",2015-07-07,15.154583,2015-07-01
"afognak",2015-07-08,15.054584,2015-07-01
"afognak",2015-07-09,14.9725,2015-07-01
"afognak",2015-07-10,15.521667,2015-07-01
"afognak",2015-07-11,16.185,2015-07-01
"afognak",2015-07-12,15.5945835,2015-07-01
"afognak",2015-07-13,15.775,2015-07-01
"afognak",2015-07-14,15.33125,2015-07-01
"afognak",2015-07-15,15.1,2015-07-01
"afognak",2015-07-16,14.630417,2015-07-01
"afognak",2015-07-17,15.861667,2015-07-01
"afognak",2015-07-18,16.70625,2015-07-01
"afognak",2015-07-19,17.311666,2015-07-01
"afognak",2015-07-20,18.009584,2015-07-01
"afognak",2015-07-21,17.58,2015-07-01
"afognak",2015-07-22,17.053333,2015-07-01
"afognak",2015-07-23,17.195417,2015-07-01
"afognak",2015-07-24,17.84125,2015-07-01
"afognak",2015-07-25,17.827084,2015-07-01
"afognak",2015-07-26,16.579166,2015-07-01
"afognak",2015-07-27,17.407917,2015-07-01
"afognak",2015-07-28,18.230833,2015-07-01
"afognak",2015-07-29,17.769167,2015-07-01
"afognak",2015-07-30,16.84,2015-07-01
"afognak",2015-07-31,17.62375,2015-07-01
"afognak",2015-08-01,18.799583,2015-08-01
"afognak",2015-08-02,18.55,2015-08-01
"afognak",2015-08-03,18.096666,2015-08-01
"afognak",2015-08-04,16.631666,2015-08-01
"afognak",2015-08-05,16.235,2015-08-01
"afognak",2015-08-06,17.821667,2015-08-01
"afognak",2015-08-07,18.96875,2015-08-01
"afognak",2015-08-08,17.986668,2015-08-01
"afognak",2015-08-09,18.537083,2015-08-01
"afognak",2015-08-10,17.307083,2015-08-01
"afognak",2015-08-11,16.755833,2015-08-01
"afognak",2015-08-12,17.083334,2015-08-01
"afognak",2015-08-13,17.205833,2015-08-01
"afognak",2015-08-14,17.1325,2015-08-01
"afognak",2015-08-15,16.26125,2015-08-01
"afognak",2015-08-16,16.6925,2015-08-01
"afognak",2015-08-17,16.483334,2015-08-01
"afognak",2015-08-18,17.012917,2015-08-01
"afognak",2015-08-19,16.98875,2015-08-01
"afognak",2015-08-20,16.772083,2015-08-01
"afognak",2015-08-21,16.610416,2015-08-01
"afognak",2015-08-22,15.765,2015-08-01
"afognak",2015-08-23,15.3,2015-08-01
"afognak",2015-08-24,15.64125,2015-08-01
"afognak",2015-08-25,16.149166,2015-08-01
"afognak",2015-08-26,16.08125,2015-08-01
"afognak",2015-08-27,15.489166,2015-08-01
"afognak",2015-08-28,12.70125,2015-08-01
"afognak",2015-08-29,13.312917,2015-08-01
"afognak",2015-08-30,11.461667,2015-08-01
"afognak",2015-08-31,11.11625,2015-08-01
"afognak",2015-09-01,10.96,2015-09-01
"afognak",2015-09-02,11.38125,2015-09-01
"afognak",2015-09-03,13.475417,2015-09-01
"afognak",2015-09-04,14.0675,2015-09-01
"afognak",2015-09-05,13.009583,2015-09-01
"afognak",2015-09-06,12.964167,2015-09-01
"afognak",2015-09-07,13.340417,2015-09-01
"afognak",2015-09-08,13.524584,2015-09-01
"afognak",2015-09-09,12.712083,2015-09-01
"afognak",2015-09-10,12.165,2015-09-01
"afognak",2015-09-11,13.2875,2015-09-01
"afognak",2015-09-12,12.472083,2015-09-01
"afognak",2015-09-13,11.8445835,2015-09-01
"afognak",2015-09-14,12.3075,2015-09-01
"afognak",2015-09-15,12.691667,2015-09-01
"afognak",2015-09-16,12.4679165,2015-09-01
"afognak",2015-09-17,11.547083,2015-09-01
"afognak",2015-09-18,10.440416,2015-09-01
"afognak",2015-09-19,9.902083,2015-09-01
"afognak",2015-09-20,9.71375,2015-09-01
"afognak",2015-09-21,9.449166,2015-09-01
"afognak",2015-09-22,8.790417,2015-09-01
"afognak",2015-09-23,8.13125,2015-09-01
"afognak",2015-09-24,7.6433334,2015-09-01
"afognak",2015-09-25,9.199583,2015-09-01
"afognak",2015-09-26,10.401667,2015-09-01
"afognak",2015-09-27,10.962916,2015-09-01
"afognak",2015-09-28,11.809584,2015-09-01
"afognak",2015-09-29,8.7025,2015-09-01
"afognak",2015-09-30,6.69625,2015-09-01
"afognak",2015-10-01,7.1016665,2015-10-01
"afognak",2015-10-02,8.1975,2015-10-01
"afognak",2015-10-03,8.69375,2015-10-01
"afognak",2015-10-04,9.4175005,2015-10-01
"afognak",2015-10-05,9.592083,2015-10-01
"afognak",2015-10-06,9.3775,2015-10-01
"afognak",2015-10-07,9.423333,2015-10-01
"afognak",2015-10-08,9.43625,2015-10-01
"afognak",2015-10-09,9.524166,2015-10-01
"afognak",2015-10-10,9.367084,2015-10-01
"afognak",2015-10-11,9.403334,2015-10-01
"afognak",2015-10-12,9.084583,2015-10-01
"afognak",2015-10-13,9.01125,2015-10-01
"afognak",2015-10-14,8.560833,2015-10-01
"afognak",2015-10-15,8.671667,2015-10-01
"afognak",2015-10-16,8.6975,2015-10-01
"afognak",2015-10-17,8.768333,2015-10-01
"afognak",2015-10-18,8.70625,2015-10-01
"afognak",2015-10-19,8.35125,2015-10-01
"afognak",2015-10-20,8.505834,2015-10-01
"afognak",2015-10-21,8.4175005,2015-10-01
"afognak",2015-10-22,8.165,2015-10-01
"afognak",2015-10-23,8.03125,2015-10-01
"afognak",2015-10-24,8.075833,2015-10-01
"afognak",2015-10-25,7.755417,2015-10-01
"afognak",2015-10-26,7.9820833,2015-10-01
"afognak",2015-10-27,8.129167,2015-10-01
"afognak",2015-10-28,8.177083,2015-10-01
"afognak",2015-10-29,8.150833,2015-10-01
"afognak",2015-10-30,7.5,2015-10-01
"afognak",2015-10-31,6.5383334,2015-10-01
"afognak",2015-11-01,6.17,2015-11-01
"afognak",2015-11-02,5.9616666,2015-11-01
"afognak",2015-11-03,5.9645834,2015-11-01
"afognak",2015-11-04,5.6375,2015-11-01
"afognak",2015-11-05,5.9325,2015-11-01
"afognak",2015-11-06,5.8379164,2015-11-01
"afognak",2015-11-07,5.195,2015-11-01
"afognak",2015-11-08,5.22875,2015-11-01
"afognak",2015-11-09,4.8170834,2015-11-01
"afognak",2015-11-10,4.105417,2015-11-01
"afognak",2015-11-11,4.2079167,2015-11-01
"afognak",2015-11-12,3.8287501,2015-11-01
"afognak",2015-11-13,2.4491668,2015-11-01
"afognak",2015-11-14,1.6166667,2015-11-01
"afognak",2015-11-15,1.51875,2015-11-01
"afognak",2015-11-16,1.3820833,2015-11-01
"afognak",2015-11-17,1.4125,2015-11-01
"afognak",2015-11-18,1.9783334,2015-11-01
"afognak",2015-11-19,2.13375,2015-11-01
"afognak",2015-11-20,2.0583334,2015-11-01
"afognak",2015-11-21,1.6754167,2015-11-01
"afognak",2015-11-22,1.7704166,2015-11-01
"afognak",2015-11-23,1.805,2015-11-01
"afognak",2015-11-24,1.8841667,2015-11-01
"afognak",2015-11-25,2.25125,2015-11-01
"afognak",2015-11-26,2.175,2015-11-01
"afognak",2015-11-27,2.3745832,2015-11-01
"afognak",2015-11-28,2.3158333,2015-11-01
"afognak",2015-11-29,2.3429167,2015-11-01
"afognak",2015-11-30,2.4720833,2015-11-01
"afognak",2015-12-01,2.4704168,2015-12-01
"afognak",2015-12-02,2.40125,2015-12-01
"afognak",2015-12-03,2.285,2015-12-01
"afognak",2015-12-04,2.1641667,2015-12-01
"afognak",2015-12-05,2.2308333,2015-12-01
"afognak",2015-12-06,2.3320832,2015-12-01
"afognak",2015-12-07,2.5125,2015-12-01
"afognak",2015-12-08,2.6041667,2015-12-01
"afognak",2015-12-09,2.3383334,2015-12-01
"afognak",2015-12-10,2.22875,2015-12-01
"afognak",2015-12-11,1.6408333,2015-12-01
"afognak",2015-12-12,1.1183333,2015-12-01
"afognak",2015-12-13,1.0575,2015-12-01
"afognak",2015-12-14,1.2529167,2015-12-01
"afognak",2015-12-15,1.2225,2015-12-01
"afognak",2015-12-16,1.26375,2015-12-01
"afognak",2015-12-17,1.1566666,2015-12-01
"afognak",2015-12-18,1.265,2015-12-01
"afognak",2015-12-19,1.0775,2015-12-01
"afognak",2015-12-20,1.13375,2015-12-01
"afognak",2015-12-21,1.02,2015-12-01
"afognak",2015-12-22,0.8991667,2015-12-01
"afognak",2015-12-23,0.84833336,2015-12-01
"afognak",2015-12-24,0.96625,2015-12-01
"afognak",2015-12-25,1.085,2015-12-01
"afognak",2015-12-26,1.03,2015-12-01
"afognak",2015-12-27,1.1775,2015-12-01
"afognak",2015-12-28,1.2008333,2015-12-01
"afognak",2015-12-29,1.3045833,2015-12-01
"afognak",2015-12-30,1.4904166,2015-12-01
"afognak",2015-12-31,1.4254167,2015-12-01
"afognak",2016-01-01,1.6579167,2016-01-01
"afognak",2016-01-02,1.7491666,2016-01-01
"afognak",2016-01-03,1.7854167,2016-01-01
"afognak",2016-01-04,2.2991667,2016-01-01
"afognak",2016-01-05,2.26125,2016-01-01
"afognak",2016-01-06,2.0358334,2016-01-01
"afognak",2016-01-07,1.9475,2016-01-01
"afognak",2016-01-08,2.2008333,2016-01-01
"afognak",2016-01-09,2.4520833,2016-01-01
"afognak",2016-01-10,2.49125,2016-01-01
"afognak",2016-01-11,2.6245832,2016-01-01
"afognak",2016-01-12,2.31875,2016-01-01
"afognak",2016-01-13,2.0795834,2016-01-01
"afognak",2016-01-14,1.8633333,2016-01-01
"afognak",2016-01-15,1.9695834,2016-01-01
"afognak",2016-01-16,2.0170834,2016-01-01
"afognak",2016-01-17,2.03,2016-01-01
"afognak",2016-01-18,2.07875,2016-01-01
"afognak",2016-01-19,2.2091665,2016-01-01
"afognak",2016-01-20,2.4004166,2016-01-01
"afognak",2016-01-21,2.4620833,2016-01-01
"afognak",2016-01-22,2.37375,2016-01-01
"afognak",2016-01-23,2.3754168,2016-01-01
"afognak",2016-01-24,2.5145833,2016-01-01
"afognak",2016-01-25,2.73625,2016-01-01
"afognak",2016-01-26,2.6845834,2016-01-01
"afognak",2016-01-27,2.775,2016-01-01
"afognak",2016-01-28,2.6554167,2016-01-01
"afognak",2016-01-29,2.44625,2016-01-01
"afognak",2016-01-30,2.49375,2016-01-01
"afognak",2016-01-31,2.6270833,2016-01-01
"afognak",2016-02-01,2.61375,2016-02-01
"afognak",2016-02-02,2.53375,2016-02-01
"afognak",2016-02-03,2.6904166,2016-02-01
"afognak",2016-02-04,2.7075,2016-02-01
"afognak",2016-02-05,2.545,2016-02-01
"afognak",2016-02-06,2.4875,2016-02-01
"afognak",2016-02-07,2.5408332,2016-02-01
"afognak",2016-02-08,2.68375,2016-02-01
"afognak",2016-02-09,2.6333334,2016-02-01
"afognak",2016-02-10,2.7395835,2016-02-01
"afognak",2016-02-11,2.9,2016-02-01
"afognak",2016-02-12,2.9879167,2016-02-01
"afognak",2016-02-13,2.9570832,2016-02-01
"afognak",2016-02-14,3.0308332,2016-02-01
"afognak",2016-02-15,2.9183333,2016-02-01
"afognak",2016-02-16,3.0091667,2016-02-01
"afognak",2016-02-17,2.8912501,2016-02-01
"afognak",2016-02-18,2.60125,2016-02-01
"afognak",2016-02-19,2.36875,2016-02-01
"afognak",2016-02-20,2.0566666,2016-02-01
"afognak",2016-02-21,2.1183333,2016-02-01
"afognak",2016-02-22,2.1520834,2016-02-01
"afognak",2016-02-23,2.1566668,2016-02-01
"afognak",2016-02-24,2.33625,2016-02-01
"afognak",2016-02-25,2.525,2016-02-01
"afognak",2016-02-26,2.7379167,2016-02-01
"afognak",2016-02-27,2.7945833,2016-02-01
"afognak",2016-02-28,2.8983333,2016-02-01
"afognak",2016-02-29,2.8729167,2016-02-01
"afognak",2016-03-01,2.8445833,2016-03-01
"afognak",2016-03-02,2.8387501,2016-03-01
"afognak",2016-03-03,2.66625,2016-03-01
"afognak",2016-03-04,2.55625,2016-03-01
"afognak",2016-03-05,2.49625,2016-03-01
"afognak",2016-03-06,2.6691666,2016-03-01
"afognak",2016-03-07,2.8079166,2016-03-01
"afognak",2016-03-08,2.8929167,2016-03-01
"afognak",2016-03-09,3.0254166,2016-03-01
"afognak",2016-03-10,3.2379167,2016-03-01
"afognak",2016-03-11,3.3075,2016-03-01
"afognak",2016-03-12,3.4645834,2016-03-01
"afognak",2016-03-13,3.5230434,2016-03-01
"afognak",2016-03-14,3.76,2016-03-01
"afognak",2016-03-15,3.8779168,2016-03-01
"afognak",2016-03-16,3.84125,2016-03-01
"afognak",2016-03-17,3.8945832,2016-03-01
"afognak",2016-03-18,4.0175,2016-03-01
"afognak",2016-03-19,3.7129166,2016-03-01
"afognak",2016-03-20,3.3625,2016-03-01
"afognak",2016-03-21,3.6595833,2016-03-01
"afognak",2016-03-22,3.9520833,2016-03-01
"afognak",2016-03-23,3.9754167,2016-03-01
"afognak",2016-03-24,4.269583,2016-03-01
"afognak",2016-03-25,4.4108334,2016-03-01
"afognak",2016-03-26,4.5079165,2016-03-01
"afognak",2016-03-27,4.5095835,2016-03-01
"afognak",2016-03-28,4.724583,2016-03-01
"afognak",2016-03-29,4.91,2016-03-01
"afognak",2016-03-30,4.9533334,2016-03-01
"afognak",2016-03-31,4.8220835,2016-03-01
"afognak",2016-04-01,5.0704165,2016-04-01
"afognak",2016-04-02,5.261667,2016-04-01
"afognak",2016-04-03,5.4754167,2016-04-01
"afognak",2016-04-04,5.2108335,2016-04-01
"afognak",2016-04-05,5.5208335,2016-04-01
"afognak",2016-04-06,5.91875,2016-04-01
"afognak",2016-04-07,6.1091666,2016-04-01
"afognak",2016-04-08,6.0379167,2016-04-01
"afognak",2016-04-09,6.3025002,2016-04-01
"afognak",2016-04-10,6.5841665,2016-04-01
"afognak",2016-04-11,6.443333,2016-04-01
"afognak",2016-04-12,6.3733335,2016-04-01
"afognak",2016-04-13,6.6316667,2016-04-01
"afognak",2016-04-14,6.7833333,2016-04-01
"afognak",2016-04-15,6.8308334,2016-04-01
"afognak",2016-04-16,7.1170835,2016-04-01
"afognak",2016-04-17,7.4691668,2016-04-01
"afognak",2016-04-18,7.06375,2016-04-01
"afognak",2016-04-19,7.00875,2016-04-01
"afognak",2016-04-20,6.9766665,2016-04-01
"afognak",2016-04-21,7.2316666,2016-04-01
"afognak",2016-04-22,7.51125,2016-04-01
"afognak",2016-04-23,7.6,2016-04-01
"afognak",2016-04-24,7.554583,2016-04-01
"afognak",2016-04-25,7.5383334,2016-04-01
"afognak",2016-04-26,7.7579165,2016-04-01
"afognak",2016-04-27,7.7720833,2016-04-01
"afognak",2016-04-28,7.75375,2016-04-01
"afognak",2016-04-29,7.8470836,2016-04-01
"afognak",2016-04-30,7.4758334,2016-04-01
"afognak",2016-05-01,7.5920835,2016-05-01
"afognak",2016-05-02,7.8183336,2016-05-01
"afognak",2016-05-03,8.09125,2016-05-01
"afognak",2016-05-04,8.128333,2016-05-01
"afognak",2016-05-05,7.8820834,2016-05-01
"afognak",2016-05-06,8.19,2016-05-01
"afognak",2016-05-07,8.507916,2016-05-01
"afognak",2016-05-08,8.7375,2016-05-01
"afognak",2016-05-09,8.984583,2016-05-01
"afognak",2016-05-10,9.176666,2016-05-01
"afognak",2016-05-11,9.15125,2016-05-01
"afognak",2016-05-12,9.448334,2016-05-01
"afognak",2016-05-13,10.252916,2016-05-01
"afognak",2016-05-14,10.514584,2016-05-01
"afognak",2016-05-15,10.487917,2016-05-01
"afognak",2016-05-16,10.170834,2016-05-01
"afognak",2016-05-17,10.698334,2016-05-01
"afognak",2016-05-18,11.649166,2016-05-01
"afognak",2016-05-19,11.477083,2016-05-01
"afognak",2016-05-20,10.6625,2016-05-01
"afognak",2016-05-21,11.23625,2016-05-01
"afognak",2016-05-22,11.475833,2016-05-01
"afognak",2016-05-23,11.645416,2016-05-01
"afognak",2016-05-24,12.305834,2016-05-01
"afognak",2016-05-25,12.844167,2016-05-01
"afognak",2016-05-26,13.7074995,2016-05-01
"afognak",2016-05-27,13.503333,2016-05-01
"afognak",2016-05-28,14.09375,2016-05-01
"afognak",2016-05-29,15.357917,2016-05-01
"afognak",2016-05-30,14.077916,2016-05-01
"afognak",2016-05-31,12.535417,2016-05-01
"afognak",2016-06-01,12.355416,2016-06-01
"afognak",2016-06-02,12.911667,2016-06-01
"afognak",2016-06-03,13.3133335,2016-06-01
"afognak",2016-06-04,12.940833,2016-06-01
"afognak",2016-06-05,13.140833,2016-06-01
"afognak",2016-06-06,13.172916,2016-06-01
"afognak",2016-06-07,13.213333,2016-06-01
"afognak",2016-06-08,14.460417,2016-06-01
"afognak",2016-06-09,15.1625,2016-06-01
"afognak",2016-06-10,14.361667,2016-06-01
"afognak",2016-06-11,14.115,2016-06-01
"afognak",2016-06-12,14.452917,2016-06-01
"afognak",2016-06-13,14.955833,2016-06-01
"afognak",2016-06-14,15.357917,2016-06-01
"afognak",2016-06-15,16.431667,2016-06-01
"afognak",2016-06-16,16.554167,2016-06-01
"afognak",2016-06-17,14.723333,2016-06-01
"afognak",2016-06-18,14.215417,2016-06-01
"afognak",2016-06-19,14.334583,2016-06-01
"afognak",2016-06-20,15.024167,2016-06-01
"afognak",2016-06-21,16.145,2016-06-01
"afognak",2016-06-22,17.474167,2016-06-01
"afognak",2016-06-23,17.117916,2016-06-01
"afognak",2016-06-24,16.126667,2016-06-01
"afognak",2016-06-25,15.921667,2016-06-01
"afognak",2016-06-26,15.872917,2016-06-01
"afognak",2016-06-27,15.701667,2016-06-01
"afognak",2016-06-28,15.4800005,2016-06-01
"afognak",2016-06-29,15.517083,2016-06-01
"afognak",2016-06-30,15.5325,2016-06-01
"afognak",2016-07-01,15.530833,2016-07-01
"afognak",2016-07-02,16.23625,2016-07-01
"afognak",2016-07-03,16.700417,2016-07-01
"afognak",2016-07-04,16.805416,2016-07-01
"afognak",2016-07-05,16.314167,2016-07-01
"afognak",2016-07-06,16.455833,2016-07-01
